anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity_rank,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme,duration_min,aired_from_year,weighted_avg,popularity_score,normalized_weight,normalized_popularity,normalized_fav,final_score
14951,Wonderful Rush,,Wonderful Rush,Love Live! School Idol Project: Wonderful Rush,https://myanimelist.cdn-dena.com/images/anime/6/40809.jpg,Music,Music,1,Finished Airing,False,"Sep 5, 2012","{'from': '2012-09-05', 'to': '2012-09-05'}",6 min.,PG-13 - Teens 13 or older,7.41,5110,2001.0,3833,9113,17,,,,"{'Other': [{'mal_id': 9907, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9907/Bokura_no_Live_Kimi_to_no_Life', 'title': 'Bokura no Live Kimi to no Life'}, {'mal_id': 9930, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9930/Snow_Halation', 'title': 'Snow Halation'}, {'mal_id': 11033, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11033/Natsu-iro_Egao_de_1_2_Jump', 'title': 'Natsu-iro Egao de 1, 2, Jump!'}, {'mal_id': 12637, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12637/Mogyutto_Love_de_Sekkinchuu', 'title': 'Mogyutto ""Love"" de Sekkinchuu!'}, {'mal_id': 20877, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20877/Music_START', 'title': 'Music S.T.A.R.T!!'}], 'Parent story': [{'mal_id': 15051, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15051/Love_Live_School_Idol_Project', 'title': 'Love Live! School Idol Project'}]}",Lantis,,Sunrise,Music,[],[],6.0,2012.0,7.402201309146115,2538,0.6866991221052148,0.23751544026821952,9.354974507694468e-05,0.3050216769991087
32031,Leopard Eyes,,アイドリッシュセブン『Leopard Eyes/TRIGGER』,IDOLiSH7: Leopard Eyes/TRIGGER,https://myanimelist.cdn-dena.com/images/anime/1804/91720.jpg,Music,Game,1,Finished Airing,False,"Dec 15, 2015","{'from': '2015-12-15', 'to': '2015-12-15'}",4 min.,G - All Ages,6.6,532,5215.0,8111,1099,3,,,,"{'Parent story': [{'mal_id': 33899, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33899/IDOLiSH7', 'title': 'IDOLiSH7'}], 'Other': [{'mal_id': 36289, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36289/Daybreak_Interlude', 'title': 'Daybreak Interlude'}]}",,,NAZ,Music,[],[],4.0,2015.0,6.663874716220343,418,0.7019454625568275,0.18325392623963296,0.0007671079096309464,0.29236894391301016
20365,Another: Misaki Mei - Shizukani,Another Special,しずかに Another 見崎鳴,Another: Flash Animation,https://myanimelist.cdn-dena.com/images/anime/6/56377.jpg,Music,Novel,1,Finished Airing,False,"Mar 29, 2013","{'from': '2013-03-29', 'to': '2013-03-29'}",4 min.,G - All Ages,6.26,7520,6538.0,3092,14831,47,,,,"{'Other': [{'mal_id': 11111, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11111/Another', 'title': 'Another'}]}",Lantis,Sentai Filmworks,P.A. Works,Music,[],[],4.0,2013.0,6.2697596877495085,3226,0.5421744846747354,0.34250926416093175,0.0008138827821694187,0.29221421843388606
9930,Snow Halation,,Snow halation,Love Live! School Idol Project: Snow Halation,https://myanimelist.cdn-dena.com/images/anime/7/60873.jpg,Music,Music,1,Finished Airing,False,"Dec 22, 2010","{'from': '2010-12-22', 'to': '2010-12-22'}",6 min.,PG-13 - Teens 13 or older,7.72,7260,1069.0,3384,12215,58,,,,"{'Other': [{'mal_id': 9907, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9907/Bokura_no_Live_Kimi_to_no_Life', 'title': 'Bokura no Live Kimi to no Life'}, {'mal_id': 11033, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11033/Natsu-iro_Egao_de_1_2_Jump', 'title': 'Natsu-iro Egao de 1, 2, Jump!'}, {'mal_id': 12637, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12637/Mogyutto_Love_de_Sekkinchuu', 'title': 'Mogyutto ""Love"" de Sekkinchuu!'}, {'mal_id': 14951, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14951/Wonderful_Rush', 'title': 'Wonderful Rush'}, {'mal_id': 20877, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20877/Music_START', 'title': 'Music S.T.A.R.T!!'}], 'Parent story': [{'mal_id': 15051, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15051/Love_Live_School_Idol_Project', 'title': 'Love Live! School Idol Project'}]}",Lantis,,Sunrise,Music,[],[],6.0,2010.0,7.710267502805877,2937,0.6416491934599893,0.2319569437091936,0.00015903456663080595,0.2883425066728185
15127,Sakura Taisen: Kanadegumi,,サクラ大戦 奏組,,https://myanimelist.cdn-dena.com/images/anime/2/42397.jpg,Music,Manga,1,Finished Airing,False,"Sep 20, 2012","{'from': '2012-09-20', 'to': '2012-09-20'}",2 min.,PG-13 - Teens 13 or older,5.76,460,7889.0,6893,1973,2,,,,"{'Adaptation': [{'mal_id': 39819, 'type': 'manga', 'url': 'https://myanimelist.net/manga/39819/Sakura_Taisen__Kanadegumi', 'title': 'Sakura Taisen: Kanadegumi'}], 'Spin-off': [{'mal_id': 561, 'type': 'anime', 'url': 'https://myanimelist.net/anime/561/Sakura_Taisen', 'title': 'Sakura Taisen'}]}",,,A-1 Pictures,"Music, Shoujo","['""Enbukyoku, Kimi ni (円舞曲、君に)"" by Teikokukagekidan Sou-gumi (Hosoya Yoshimasa, Satoshi Hino, Yoshitsugu Matsuoka, Yuki Kaji, & Shinnosuke Tachibana)']",[],2.0,2012.0,5.982087179734387,830,0.6106098642096929,0.26292571025233813,0.00015903456663080595,0.2883192209794584
29871,Shinsei Kamattechan,,神聖かまってちゃん+GAINAX映像チーム,"MUSIC is SF, GAINAX x Shinsei Kamattechan, St. Marie Antoinette, Sei Marie Antoinette",https://myanimelist.cdn-dena.com/images/anime/6/71873.jpg,Music,Original,1,Finished Airing,False,"Aug 26, 2011","{'from': '2011-08-26', 'to': '2011-08-26'}",4 min.,G - All Ages,4.53,126,9354.0,10790,252,0,,,,[],,,Gainax,"Music, Sci-Fi",[],[],4.0,2011.0,5.624552303766625,7,0.7203389513164868,0.09987647785424388,2.80649235230834e-05,0.2706803530511038
8230,True Tears Epilogue,,true tears,,https://myanimelist.cdn-dena.com/images/anime/6/21290.jpg,Music,Original,1,Finished Airing,False,"Mar 26, 2010","{'from': '2010-03-26', 'to': '2010-03-26'}",3 min.,PG-13 - Teens 13 or older,6.73,4921,4647.0,3781,9382,3,,,,"{'Prequel': [{'mal_id': 2129, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2129/True_Tears', 'title': 'True Tears'}]}","Bandai Visual, Lantis",,P.A. Works,"Romance, Music, Drama",[],[],3.0,2010.0,6.735450870474261,2583,0.589553446070811,0.21395800247044294,8.41947705692502e-05,0.26518656229290166
2729,X²: Double X,,X² ダブルエックス,"X^2, X: X2 double X",https://myanimelist.cdn-dena.com/images/anime/8/3681.jpg,Music,Manga,1,Finished Airing,False,"Nov 21, 1993","{'from': '1993-11-21', 'to': '1993-11-21'}",2 min.,PG-13 - Teens 13 or older,6.6,1487,5229.0,5673,3421,3,,,,"{'Sequel': [{'mal_id': 155, 'type': 'anime', 'url': 'https://myanimelist.net/anime/155/X_1999', 'title': 'X/1999'}]}",,,Madhouse,"Music, Drama, Shoujo","['""X"" by X Japan']",[],2.0,1993.0,6.625437190076406,1373,0.6134564758323306,0.17337215457914243,7.483979606155574e-05,0.2596781451684865
1890,Clover,,CLOVER,,https://myanimelist.cdn-dena.com/images/anime/13/3710.jpg,Music,Manga,1,Finished Airing,False,"Aug 21, 1999","{'from': '1999-08-21', 'to': '1999-08-21'}",6 min.,PG-13 - Teens 13 or older,6.93,5224,3804.0,3722,9718,15,,,,"{'Adaptation': [{'mal_id': 113, 'type': 'manga', 'url': 'https://myanimelist.net/manga/113/Clover', 'title': 'Clover'}]}","Bandai Visual, Kodansha",,Madhouse,"Drama, Fantasy, Music, Sci-Fi, Shoujo",[],[],6.0,1999.0,6.93138407600512,2634,0.6106683139476685,0.17204870301746958,3.741989803077787e-05,0.2583089641648458
11033,"Natsu-iro Egao de 1, 2, Jump!",,"夏色えがおで1, 2, Jump!","Love Live! School Idol Project: Natsu-iro Egao de 1, 2, Jump!, Natsuiro Egao de 1, 2, Jump!",https://myanimelist.cdn-dena.com/images/anime/8/30959.jpg,Music,Music,1,Finished Airing,False,"Aug 24, 2011","{'from': '2011-08-24', 'to': '2011-08-24'}",5 min.,PG-13 - Teens 13 or older,7.34,5161,2285.0,3817,9163,13,,,,"{'Other': [{'mal_id': 9907, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9907/Bokura_no_Live_Kimi_to_no_Life', 'title': 'Bokura no Live Kimi to no Life'}, {'mal_id': 9930, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9930/Snow_Halation', 'title': 'Snow Halation'}, {'mal_id': 12637, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12637/Mogyutto_Love_de_Sekkinchuu', 'title': 'Mogyutto ""Love"" de Sekkinchuu!'}, {'mal_id': 14951, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14951/Wonderful_Rush', 'title': 'Wonderful Rush'}, {'mal_id': 20877, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20877/Music_START', 'title': 'Music S.T.A.R.T!!'}], 'Parent story': [{'mal_id': 15051, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15051/Love_Live_School_Idol_Project', 'title': 'Love Live! School Idol Project'}]}",Lantis,,Sunrise,Music,[],[],5.0,2011.0,7.333607454980281,2552,0.5598789243358111,0.2007234868537145,7.483979606155574e-05,0.2510234928252438
20613,Viva Namida,,岡村靖幸 - ビバナミダ,Yasuyuki Okamura: Viva Namida,https://myanimelist.cdn-dena.com/images/anime/11/85302.jpg,Music,Original,1,Finished Airing,False,"Sep 22, 2013","{'from': '2013-09-22', 'to': '2013-09-22'}",5 min.,PG-13 - Teens 13 or older,6.67,1851,4913.0,5868,3117,0,,,,"{'Other': [{'mal_id': 20057, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20057/Space☆Dandy', 'title': 'Space☆Dandy'}]}",,,Bones,Music,[],[],5.0,2013.0,6.687103444721301,1261,0.6184770704882936,0.12793365096170814,0.00013096964310772255,0.24635875806072613
1998,Amazing Nuts!,,Amazing Nuts!,"Global Astroliner Gou, Glass Eye, Kung-Fu Love, Tatoe Kimi ga Sekaijuu no Teki ni Natte mo, Joe and Marilyn",https://myanimelist.cdn-dena.com/images/anime/2/73635.jpg,Music,Original,4,Finished Airing,False,"Dec 20, 2006","{'from': '2006-12-20', 'to': '2006-12-20'}",10 min. per ep.,G - All Ages,6.67,3663,4874.0,4225,7223,9,,,,[],,,Studio 4°C,"Adventure, Police, Romance, Music, Sci-Fi",[],[],10.0,2006.0,6.678867611121779,2223,0.688735479809937,0.04914416799011823,4.677487253847234e-05,0.2435157194819559
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,,天元突破グレンラガン キラメキ★ヨーコBOX~Pieces of sweet stars~,,https://myanimelist.cdn-dena.com/images/anime/9/24977.jpg,Music,Original,1,Finished Airing,False,"May 27, 2009","{'from': '2009-05-27', 'to': '2009-05-27'}",4 min.,PG-13 - Teens 13 or older,7.2,12727,2828.0,2524,22112,27,,,,"{'Parent story': [{'mal_id': 2001, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann', 'title': 'Tengen Toppa Gurren Lagann'}]}",,,Gainax,"Ecchi, Music",[],[],4.0,2009.0,7.198469542422333,3853,0.5785321719285159,0.13693312158108348,0.000140324617615417,0.2361498539819809
4158,Dore Dore no Uta,,金曜ロードショー オープニング映像,,https://myanimelist.cdn-dena.com/images/anime/7/81238.jpg,Music,Music,1,Finished Airing,False,"Nov 16, 2005","{'from': '2005-11-16', 'to': '2005-11-16'}",3 min.,G - All Ages,5.94,1103,7475.0,6877,1980,1,,,,[],,,Studio Ghibli,Music,[],[],3.0,2005.0,6.028419634789075,841,0.678774623161664,0.03529204164460915,0.0,0.23564199938607017
21103,Utopia,,true tears×花咲くいろは×TARITARI ユートピア,True Tears x Hanasaku Iroha x Tari Tari: Utopia,https://myanimelist.cdn-dena.com/images/anime/13/55745.jpg,Music,Original,1,Finished Airing,False,"Feb 26, 2014","{'from': '2014-02-26', 'to': '2014-02-26'}",1 min.,PG-13 - Teens 13 or older,6.51,1817,5587.0,4997,4715,4,,,,"{'Character': [{'mal_id': 2129, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2129/True_Tears', 'title': 'True Tears'}, {'mal_id': 9289, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9289/Hanasaku_Iroha', 'title': 'Hanasaku Iroha'}, {'mal_id': 13333, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13333/Tari_Tari', 'title': 'Tari Tari'}]}",,,P.A. Works,Music,[],[],1.0,2014.0,6.53575316674557,1713,0.6251092339752415,0.08425974942650433,1.8709949015388934e-05,0.23409793880575125
13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,,変身合体!!5つの熱き魂,MUSIC is SF,https://myanimelist.cdn-dena.com/images/anime/4/37353.jpg,Music,Original,1,Finished Airing,False,"Jan 28, 2011","{'from': '2011-01-28', 'to': '2011-01-28'}",1 min.,G - All Ages,4.08,202,9436.0,10136,359,1,,,,"{'Other': [{'mal_id': 37385, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37385/Tough_Boy', 'title': 'Tough Boy'}]}",,,Gainax,"Super Power, Music",[],[],1.0,2011.0,5.048108677653168,31,0.6309441319265101,0.0744662078701253,0.0,0.2327854121328897
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,,これが海への愛じゃなイカ!,,https://myanimelist.cdn-dena.com/images/anime/8/41945.jpg,Music,Manga,1,Finished Airing,False,"Jan 11, 2012","{'from': '2012-01-11', 'to': '2012-01-11'}",3 min.,PG-13 - Teens 13 or older,6.52,1178,5527.0,6063,2876,0,,,,"{'Other': [{'mal_id': 8557, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8557/Shinryaku_Ika_Musume', 'title': 'Shinryaku! Ika Musume'}]}",,,Diomedea,Music,[],[],3.0,2012.0,6.557847277504896,1173,0.5436059147551011,0.14769719428268926,3.741989803077787e-05,0.228142374548821
8348,Tengen Toppa Gurren Lagann: Parallel Works 2,,グレンラガン パラレルワークス 2,Tengen Toppa Gurren-Lagann Music Clip Project,https://myanimelist.cdn-dena.com/images/anime/13/23351.jpg,Music,Original,7,Finished Airing,False,"May 26, 2010","{'from': '2010-05-26', 'to': '2010-05-26'}",5 min. per ep.,PG-13 - Teens 13 or older,7.05,7382,3389.0,2979,15964,11,,,,"{'Alternative setting': [{'mal_id': 2001, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann', 'title': 'Tengen Toppa Gurren Lagann'}], 'Prequel': [{'mal_id': 4705, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4705/Tengen_Toppa_Gurren_Lagann__Parallel_Works', 'title': 'Tengen Toppa Gurren Lagann: Parallel Works'}]}",,,Gainax,"Mecha, Music",[],[],5.0,2010.0,7.049381023877474,3344,0.5971227542684494,0.08046585494970884,5.61298470461668e-05,0.22362276389151747
32953,Koi ni Naritai Aquarium,,恋になりたいAQUARIUM,Love Live! Sunshine!!: Koi ni Naritai Aquarium,https://myanimelist.cdn-dena.com/images/anime/3/79667.jpg,Music,Music,1,Finished Airing,False,"Apr 27, 2016","{'from': '2016-04-27', 'to': '2016-04-27'}",7 min.,PG-13 - Teens 13 or older,7.59,2293,1384.0,5155,4369,19,,,,"{'Other': [{'mal_id': 31780, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31780/Kimi_no_Kokoro_wa_Kagayaiteru_kai', 'title': 'Kimi no Kokoro wa Kagayaiteru kai?'}, {'mal_id': 35006, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35006/Happy_Party_Train', 'title': 'Happy Party Train'}], 'Parent story': [{'mal_id': 32526, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32526/Love_Live_Sunshine', 'title': 'Love Live! Sunshine!!'}]}",Lantis,,Sunrise,Music,[],[],7.0,2016.0,7.565498880339011,1630,0.5561443538753086,0.11664019763543322,0.0,0.2220189019985448
22293,Mahou no Yousei Persia: Escape!,,魔法の妖精ペルシャ ミュージック・クリップ「ＥＳＣＡＰＥ！」,,https://myanimelist.cdn-dena.com/images/anime/6/58393.jpg,Music,Original,1,Finished Airing,False,"Mar 25, 1999","{'from': '1999-03-25', 'to': '1999-03-25'}",3 min.,R+ - Mild Nudity,5.66,112,8083.0,10747,257,0,,,,"{'Other': [{'mal_id': 2039, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2039/Mahou_no_Yousei_Persia', 'title': 'Mahou no Yousei Persia'}]}",,,Studio Pierrot,Music,[],[],3.0,1999.0,6.293815191751213,9,0.5804540908650404,0.0903476266101994,3.741989803077787e-05,0.2213769153331793
8312,Piece,,ピース,,https://myanimelist.cdn-dena.com/images/anime/8/81241.jpg,Music,Music,1,Finished Airing,False,"Feb 25, 2009","{'from': '2009-02-25', 'to': '2009-02-25'}",5 min.,G - All Ages,6.19,713,6804.0,7481,1476,0,,,,[],,,Studio Ghibli,Music,[],[],5.0,2009.0,6.2900846502475485,626,0.6276924506736856,0.0382036350802894,1.8709949015388934e-05,0.21975188258198686
8628,Chains & Rings,Chains & Rings,Chains & Rings,"Chains and Rings, Цепи и кольца - Линда, Cepi i kolca - Linda",https://myanimelist.cdn-dena.com/images/anime/2/23773.jpg,Music,Original,1,Finished Airing,False,2006,"{'from': None, 'to': None}",3 min.,G - All Ages,5.61,467,8171.0,8684,804,1,,,,[],,,Production I.G,"Fantasy, Music",[],[],3.0,2006.0,5.8558003891556565,259,0.5741119685955527,0.08267160755249692,9.354974507694467e-06,0.21674166727044392
3821,Portable Kuukou,Portable Airport,ポータブル空港,,https://myanimelist.cdn-dena.com/images/anime/3/6818.jpg,Music,Music,1,Finished Airing,False,"May 29, 2004","{'from': '2004-05-29', 'to': '2004-05-29'}",3 min.,G - All Ages,5.72,957,7952.0,7052,1830,0,,,,"{'Sequel': [{'mal_id': 3818, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3818/Soratobu_Toshi_Keikaku', 'title': 'Soratobu Toshi Keikaku'}], 'Prequel': [{'mal_id': 3820, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3820/Space_Station_No9', 'title': 'Space Station No.9'}]}",,,Studio Ghibli,"Sci-Fi, Music, Space",[],[],3.0,2004.0,5.841446377153507,778,0.5657798573322348,0.07226045526733722,0.0,0.21055330315785878
4689,Kaze no Toori Michi,The Path of Wind,カゼノトオリミチ,Minna no Uta: Kaze no Toori Michi,https://myanimelist.cdn-dena.com/images/anime/7/8980.jpg,Music,Music,1,Finished Airing,False,"Dec 8, 2004","{'from': '2004-12-08', 'to': '2004-12-08'}",5 min.,G - All Ages,6.14,1039,6963.0,6605,2253,2,,,,[],,,"Studio Ghibli, Ajia-Do",Music,[],[],5.0,2004.0,6.215828639728935,954,0.5665043056203865,0.04561496382565732,0.00012161466860002808,0.20203949175783245
3820,Space Station No.9,,space station No.9,,https://myanimelist.cdn-dena.com/images/anime/2/6817.jpg,Music,Music,1,Finished Airing,False,"May 1, 2005","{'from': '2005-05-01', 'to': '2005-05-01'}",5 min.,G - All Ages,5.86,1093,7678.0,6896,1967,0,,,,"{'Sequel': [{'mal_id': 3821, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3821/Portable_Kuukou', 'title': 'Portable Kuukou'}]}",,,Studio Ghibli,"Sci-Fi, Music, Space",[],[],5.0,2005.0,5.955866572213963,827,0.4976721603430326,0.11249338274219164,0.0,0.20135462921812403
12637,"Mogyutto ""Love"" de Sekkinchuu!",,"もぎゅっと""love""で接近中！",Love Live! School Idol Project: Mogyutto Love de Sekkinchuu!,https://myanimelist.cdn-dena.com/images/anime/6/40821.jpg,Music,Music,1,Finished Airing,False,"Feb 15, 2012","{'from': '2012-02-15', 'to': '2012-02-15'}",6 min.,PG-13 - Teens 13 or older,7.32,4932,2351.0,3848,9008,10,,,,"{'Other': [{'mal_id': 9907, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9907/Bokura_no_Live_Kimi_to_no_Life', 'title': 'Bokura no Live Kimi to no Life'}, {'mal_id': 9930, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9930/Snow_Halation', 'title': 'Snow Halation'}, {'mal_id': 11033, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11033/Natsu-iro_Egao_de_1_2_Jump', 'title': 'Natsu-iro Egao de 1, 2, Jump!'}, {'mal_id': 14951, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14951/Wonderful_Rush', 'title': 'Wonderful Rush'}, {'mal_id': 20877, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20877/Music_START', 'title': 'Music S.T.A.R.T!!'}], 'Parent story': [{'mal_id': 15051, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15051/Love_Live_School_Idol_Project', 'title': 'Love Live! School Idol Project'}]}",Lantis,,Sunrise,Music,[],[],6.0,2012.0,7.313713994565036,2527,0.5114562707756853,0.034321510499382396,1.8709949015388934e-05,0.18011284210394743
21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,THE IDOLM@STER CINDERELLA GIRLS 2nd ANNIVERSARY PV,アイドルマスター シンデレラガールズ ２周年記念ＰＶ,The Idolmaster Cinderella Girls: Onegai Cinderella,https://myanimelist.cdn-dena.com/images/anime/3/67139.jpg,Music,Game,1,Finished Airing,False,"Nov 28, 2013","{'from': '2013-11-28', 'to': '2013-11-28'}",2 min.,PG-13 - Teens 13 or older,7.02,1152,3512.0,5864,3119,3,"This promotional music video of the single ""Onegai Cinderella"" commemorates the 2nd anniversary of The iDOLM@STER Cinderella Girls social game. It is included in The iDOLM@STER Cinderella Girls -Animation First Set- Blu-ray and DVD collection released on November 5, 2014.",,,"{'Other': [{'mal_id': 23587, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23587/The_iDOLMSTER_Cinderella_Girls', 'title': 'The iDOLM@STER Cinderella Girls'}]}",,,A-1 Pictures,Music,[],[],2.0,2013.0,7.018697141095253,1262,0.5133386487696694,0.006264337391918123,0.0,0.1714689854333239
32338,Yes! BanG_Dream!,,Yes! BanG_Dream!,,https://myanimelist.cdn-dena.com/images/anime/13/78702.jpg,Music,Manga,1,Finished Airing,False,"Feb 24, 2016","{'from': '2016-02-24', 'to': '2016-02-24'}",6 min.,PG-13 - Teens 13 or older,6.32,470,6332.0,8021,1144,5,,,,"{'Parent story': [{'mal_id': 33573, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33573/BanG_Dream', 'title': 'BanG Dream!'}], 'Other': [{'mal_id': 34252, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34252/Star_Beat__Hoshi_no_Kodou', 'title': 'Star Beat!: Hoshi no Kodou'}, {'mal_id': 34412, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34412/Hashiri_Hajimeta_bakari_no_Kimi_ni', 'title': 'Hashiri Hajimeta bakari no Kimi ni'}]}",Bushiroad,,"Xebec, Issen",Music,[],[],6.0,2016.0,6.43994529938817,448,0.24678682591647444,0.14849126521969297,8.41947705692502e-05,0.13046955434922308
